,Unnamed: 0,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
2130,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,13800.0,6-Jul-22,Fija=1.5,0.41,3.05,100.41,49.41,18.37%,5.71,7.99
2131,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,34190.0,30-Dic-22,Fija=6,2.98,6.12,102.98,98.13,10.37%,0.46,0.48
2132,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,35500.0,3-Ene-23,Fija=7.375,3.36,7.26,103.36,101.52,4.52%,0.51,0.52
2133,2.0,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.0,34300.0,3-Ene-23,Tasa fija.=8.75,0.32,8.66,100.32,101.06,8.58%,3.05,3.38
2134,3.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.0,36800.0,3-Ene-23,Tasa fija.=9.5,0.71,8.79,100.71,108.0,6.52%,2.54,2.68
2135,4.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,23500.0,3-Ene-23,Fija=8.75,1.55,9.02,71.55,97.08,13.17%,0.72,0.8
2136,5.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,34000.0,3-Ene-23,Tasa fija=6.875,0.95,6.91,100.95,99.54,7.37%,1.26,1.31
2137,6.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,31550.0,3-Ene-23,Fija=9.5,2.68,9.09,89.38,104.33,8.10%,1.27,1.36
2138,7.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,30910.0,3-Ene-23,Fija=8.5,3.71,9.7,103.71,88.09,14.95%,2.09,2.31
2139,8.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,34750.0,3-Ene-23,Fija=8.5,3.52,8.57,103.52,99.22,9.27%,1.37,1.5
2140,9.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,33275.0,3-Ene-23,Fija=9,0.67,9.21,100.67,97.7,11.07%,1.41,1.54
2141,10.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,35150.0,3-Ene-23,Fija=10.95,0.15,10.56,100.15,103.73,10.03%,2.88,3.03
2142,11.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,33980.0,3-Ene-23,Fija=8,3.71,8.27,103.71,96.84,9.32%,2.89,3.11
2143,12.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,39000.0,3-Ene-23,Fija=9.125,1.65,8.03,101.65,113.4,4.69%,2.86,2.97
2144,13.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,35890.0,3-Ene-23,Tasa fija=8.75,2.99,8.49,102.99,103.0,7.42%,2.04,2.26
2145,14.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,37550.0,3-Ene-23,Tasa fija.=8.25,1.28,7.52,101.28,109.58,5.03%,2.83,2.97
2146,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,28800.0,3-Ene-23,Fija=9,0.13,10.59,100.13,85.02,13.68%,3.73,4.32
2147,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,24000.0,3-Ene-23,Fija=7,0.47,9.93,100.47,70.6,12.90%,5.97,7.53
2148,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,36000.0,16-Ene-23,Fija=6,0.20,5.77,100.2,104.0,-,0.47,0.46
2149,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,35000.0,16-Ene-23,Fija=7.375,3.63,7.55,103.63,97.77,12.67%,0.46,0.49
2150,2.0,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.0,35100.0,16-Ene-23,Tasa fija.=8.75,0.63,8.67,100.63,100.97,8.60%,3.01,3.35
2151,3.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.0,38000.0,16-Ene-23,Tasa fija.=9.5,1.06,8.72,101.06,108.85,6.15%,2.51,2.65
2152,4.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,24625.0,16-Ene-23,Fija=8.75,1.77,8.81,71.77,99.32,9.92%,0.71,0.77
2153,5.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,36500.0,16-Ene-23,Tasa fija=6.875,1.20,6.58,101.2,104.4,3.44%,1.25,1.28
2154,6.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,32525.0,16-Ene-23,Fija=9.5,2.97,9.03,89.67,104.99,7.52%,1.24,1.33
2155,7.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,33950.0,16-Ene-23,Fija=8.5,4.01,9.02,104.01,94.49,11.48%,2.1,2.27
2156,8.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,35606.0,16-Ene-23,Fija=8.5,3.83,8.56,103.83,99.27,9.24%,1.34,1.46
2157,9.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,35100.0,16-Ene-23,Fija=9,0.99,8.95,100.99,100.61,8.84%,1.4,1.51
2158,10.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,37499.0,16-Ene-23,Fija=10.95,0.55,10.14,100.55,107.96,8.52%,2.87,3.0
2159,11.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,34500.0,16-Ene-23,Fija=8,-,8.01,100.0,99.87,8.21%,3.0,3.17
2160,12.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,40000.0,16-Ene-23,Fija=9.125,1.98,8.02,101.98,113.55,4.58%,2.82,2.94
2161,13.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,36600.0,16-Ene-23,Tasa fija=8.75,3.31,8.52,103.31,102.56,7.61%,2.0,2.23
2162,14.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,39900.0,16-Ene-23,Tasa fija.=8.25,1.58,7.24,101.58,113.7,3.65%,2.83,2.94
2163,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,30600.0,16-Ene-23,Fija=9,0.45,10.21,100.45,88.18,12.67%,3.73,4.28
2164,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,25800.0,16-Ene-23,Fija=7,0.73,9.46,100.73,74.15,12.06%,6.03,7.49
2165,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,22000.0,24-May-22,Fija=6,2.35,5.93,102.35,101.13,4.96%,1.04,1.07
2166,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,21750.0,24-May-22,Fija=7.375,2.58,7.39,102.58,99.76,7.73%,1.06,1.1
2167,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,13700.0,24-May-22,Fija=8.75,0.90,9.64,70.9,90.91,16.93%,1.23,1.37
2168,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,20829.0,24-May-22,Tasa fija=6.875,0.23,7.03,100.23,97.78,8.27%,1.8,1.88
2169,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,22200.0,24-May-22,Fija=9.5,2.08,9.28,102.08,102.32,9.42%,1.57,1.72
2170,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,17050.0,24-May-22,Fija=8.5,2.81,10.98,102.81,78.03,18.97%,2.47,2.83
2171,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,21320.0,24-May-22,Fija=8.5,2.62,8.7,102.62,97.75,9.91%,1.87,2.04
2172,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,18950.0,24-May-22,Fija=4,0.16,4.49,100.16,89.02,14.10%,1.94,2.13
2173,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.0,22290.0,24-May-22,Fija=10.95,1.73,10.62,101.73,103.09,10.37%,3.23,3.46
2174,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,21200.0,24-May-22,Fija=8,2.84,8.26,102.84,96.99,9.09%,3.35,3.62
2175,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,23600.0,24-May-22,Fija=9.125,0.68,8.27,100.68,110.28,6.19%,3.29,3.48
2176,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,21500.0,24-May-22,Tasa fija=8.75,2.07,8.83,102.07,99.11,9.29%,2.48,2.78
2177,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14600.0,24-May-22,Fija=2.5,1.01,3.69,101.01,68.0,18.04%,3.99,4.86
2178,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,12370.0,24-May-22,Fija=1.5,0.23,2.59,100.23,58.07,15.15%,6.2,8.11
2179,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,33500.0,26-Dic-22,Fija=6,2.87,6.21,102.87,96.78,13.20%,0.47,0.51
2180,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,33500.0,26-Dic-22,Fija=7.375,3.22,7.66,103.22,96.45,14.92%,0.51,0.54
2181,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,23150.0,26-Dic-22,Fija=8.75,1.43,9.09,71.43,96.31,14.16%,0.74,0.82
2182,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,33750.0,26-Dic-22,Tasa fija=6.875,0.82,6.91,100.82,99.48,7.40%,1.28,1.33
2183,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,30100.0,26-Dic-22,Fija=9.5,2.52,9.47,89.22,100.26,11.39%,1.25,1.38
2184,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,30000.0,26-Dic-22,Fija=8.5,3.54,9.93,103.54,86.1,16.05%,2.1,2.33
2185,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,34490.0,26-Dic-22,Fija=8.5,3.35,8.57,103.35,99.17,9.28%,1.39,1.52
2186,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,32690.0,26-Dic-22,Fija=4,0.51,4.14,100.51,96.65,11.83%,1.43,1.56
2187,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,35100.0,26-Dic-22,Fija=10.95,2.68,10.77,102.68,101.59,10.80%,2.81,3.0
2188,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,33500.0,26-Dic-22,Fija=8,3.56,8.33,103.56,96.13,9.56%,2.91,3.13
2189,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,38500.0,26-Dic-22,Fija=9.125,1.47,8.08,101.47,112.75,4.92%,2.87,2.99
2190,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,34400.0,26-Dic-22,Tasa fija=8.75,2.82,8.8,102.82,99.42,9.22%,2.01,2.28
2191,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,28720.0,26-Dic-22,Fija=2.5,1.24,2.97,101.24,84.31,13.95%,3.68,4.3
2192,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,22800.0,26-Dic-22,Fija=1.5,0.37,2.23,100.37,67.51,13.67%,5.9,7.55
2193,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,28400.0,4-Jul-22,Fija=6,-,5.94,100.0,100.98,5.04%,0.96,0.99
2194,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,27750.0,4-Jul-22,Fija=7.375,3.38,7.74,103.38,95.44,12.71%,0.93,0.99
2195,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,16550.0,4-Jul-22,Fija=8.75,1.57,10.69,71.57,82.23,27.90%,1.05,1.26
2196,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,27500.0,4-Jul-22,Tasa fija=6.875,0.97,7.1,100.97,96.84,8.95%,1.69,1.77
2197,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,25950.0,4-Jul-22,Fija=9.5,3.11,10.66,103.11,89.48,19.66%,1.33,1.61
2198,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,19999.5,4-Jul-22,Fija=8.5,3.73,12.61,103.73,68.55,25.61%,2.26,2.72
2199,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,27750.0,4-Jul-22,Fija=8.5,3.54,8.94,103.54,95.3,11.52%,1.74,1.93
2200,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,21600.0,4-Jul-22,Fija=4,0.60,5.25,100.6,76.35,24.65%,1.71,2.01
2201,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,27900.0,4-Jul-22,Fija=10.95,0.18,11.06,100.18,99.02,11.73%,3.18,3.42
2202,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,27700.0,4-Jul-22,Fija=8,3.73,8.44,103.73,94.95,9.82%,3.22,3.51
2203,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,29000.0,1-Jul-22,Fija=9.125,1.67,9.0,101.67,101.42,8.84%,3.11,3.37
2204,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,27500.0,4-Jul-22,Tasa fija=8.75,3.01,9.23,103.01,94.92,11.25%,2.31,2.67
2205,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,16350.0,1-Jul-22,Fija=2.5,0.04,4.3,100.04,58.11,22.78%,3.76,4.78
2206,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,13400.0,1-Jul-22,Fija=1.5,0.40,3.17,100.4,47.46,19.13%,5.62,7.99
2207,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,19300.0,11-Abr-22,Fija=6,1.62,6.0,101.62,99.98,6.10%,1.15,1.19
2208,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,19590.0,11-Abr-22,Fija=7.375,1.68,7.27,101.68,101.41,6.27%,1.18,1.22
2209,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,12750.0,11-Abr-22,Fija=8.75,0.15,9.15,70.15,95.67,12.27%,1.38,1.49
2210,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-22,100.0,18900.0,11-Abr-22,Tasa fija=6.875,2.83,7.11,102.83,96.75,8.83%,1.84,1.94
2211,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,19300.0,11-Abr-22,Fija=9.5,0.92,9.44,100.92,100.66,10.48%,1.67,1.84
2212,5.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,17090.0,11-Abr-22,Fija=8.5,1.77,9.64,101.77,88.39,13.43%,2.68,2.95
2213,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,19045.0,11-Abr-22,Fija=8.5,1.58,8.61,101.58,98.69,9.35%,1.99,2.16
2214,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.0,17260.0,11-Abr-22,Fija=4,0.68,4.44,100.68,90.24,12.85%,2.05,2.23
2215,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.0,19650.0,11-Abr-22,Fija=10.95,0.40,10.63,100.4,103.03,10.43%,3.35,3.58
2216,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,18700.0,11-Abr-22,Fija=8,1.89,8.29,101.89,96.61,9.18%,3.46,3.74
2217,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,21900.0,11-Abr-22,Fija=9.125,4.13,8.21,104.13,110.7,6.06%,3.28,3.48
2218,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,18650.0,11-Abr-22,Tasa fija=8.75,1.00,9.0,101.0,97.2,10.07%,2.57,2.9
2219,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14760.0,11-Abr-22,Fija=2.5,0.72,3.25,100.72,77.14,14.37%,4.26,4.97
2220,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,11900.0,11-Abr-22,Fija=1.5,0.05,2.4,100.05,62.61,13.65%,6.49,8.22
2221,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,33900.0,4-Ene-23,Fija=6,-,5.99,100.0,100.2,5.72%,0.48,0.5
2222,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,35500.0,3-Ene-23,Fija=7.375,3.38,7.26,103.38,101.5,4.54%,0.51,0.52
2223,2.0,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.0,34390.0,4-Ene-23,Tasa fija.=8.75,0.34,8.64,100.34,101.3,8.50%,3.05,3.38
2224,3.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.0,36590.0,4-Ene-23,Tasa fija.=9.5,0.74,8.84,100.74,107.35,6.76%,2.53,2.68
2225,4.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,23548.0,4-Ene-23,Fija=8.75,1.57,9.0,71.57,97.25,12.92%,0.72,0.8
2226,5.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,34300.0,4-Ene-23,Tasa fija=6.875,0.97,6.85,100.97,100.4,6.67%,1.26,1.31
2227,6.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,30120.0,4-Ene-23,Fija=9.5,2.70,9.54,89.4,99.58,12.03%,1.22,1.36
2228,7.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,31000.0,4-Ene-23,Fija=8.5,3.73,9.67,103.73,88.33,14.83%,2.09,2.31
2229,8.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,34865.0,4-Ene-23,Fija=8.5,3.54,8.54,103.54,99.52,9.04%,1.37,1.5
2230,9.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,33400.0,4-Ene-23,Fija=9,0.69,9.18,100.69,98.04,10.80%,1.41,1.54
2231,10.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,34990.0,4-Ene-23,Fija=10.95,0.18,10.61,100.18,103.23,10.21%,2.87,3.03
2232,11.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,33850.0,4-Ene-23,Fija=8,3.73,8.31,103.73,96.45,9.46%,2.88,3.11
2233,12.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,38500.0,4-Ene-23,Fija=9.125,1.67,8.14,101.67,111.92,5.16%,2.84,2.97
2234,13.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,34800.0,4-Ene-23,Tasa fija=8.75,3.01,8.76,103.01,99.85,9.01%,1.99,2.26
2235,14.0,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.0,37500.0,4-Ene-23,Tasa fija.=8.25,1.31,7.53,101.31,109.41,5.08%,2.83,2.97
2236,15.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.0,27201.0,4-Ene-23,Fija=9,0.15,11.22,100.15,80.28,15.35%,3.66,4.32
2237,16.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,24099.0,4-Ene-23,Fija=7,0.49,9.9,100.49,70.88,12.83%,5.97,7.53
2238,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.0,40500.0,21-Mar-23,Fija=6,1.28,5.94,101.28,101.02,2.36%,0.28,0.29
2239,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.0,40500.0,20-Mar-23,Fija=7.375,1.27,7.3,101.27,101.03,4.15%,0.32,0.33
2240,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,28535.0,21-Mar-23,Fija=8.75,2.88,8.85,72.88,98.92,10.98%,0.54,0.59
2241,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,40200.0,21-Mar-23,Tasa fija=6.875,2.44,6.94,102.44,99.13,7.81%,1.06,1.1
2242,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.4,29900.0,21-Mar-23,Fija=9.5,0.29,9.27,73.69,102.5,9.40%,1.3,1.39
2243,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.0,36000.0,21-Mar-23,Fija=8.5,1.25,9.48,101.25,89.82,14.25%,2.0,2.18
2244,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.0,38695.0,21-Mar-23,Fija=8.5,1.08,8.53,98.08,99.67,8.90%,1.27,1.38
2245,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,36300.0,21-Mar-23,Fija=9,0.95,9.15,93.25,98.34,10.59%,1.35,1.46
2246,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.0,41205.0,21-Mar-23,Fija=10.95,2.52,10.78,102.52,101.53,10.77%,2.66,2.82
2247,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.0,38100.0,21-Mar-23,Fija=8,1.44,8.44,101.44,94.88,10.09%,2.79,3.0
2248,10.0,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.0,43400.0,21-Mar-23,Tasa fija.=9.5,2.77,8.89,102.77,106.68,6.76%,2.33,2.47
2249,11.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,44575.0,21-Mar-23,Fija=9.125,3.62,8.37,103.62,108.67,5.97%,2.62,2.76
